date,question,profil,réponse,ratio
01/02/2012,Economique,77 - Seine et Marne,(Ne se prononce pas),"2,50"
01/02/2012,Economique,78 - Yvelines,(Ne se prononce pas),"3,20"
01/02/2012,Economique,91 - Essonne,(Ne se prononce pas),"2,70"
01/02/2012,Economique,92 - Hauts-de-seine,(Ne se prononce pas),"5,50"
01/02/2012,Economique,93 - Seine-Saint-Denis,(Ne se prononce pas),"4,40"
01/02/2012,Economique,94 - Val-de-Marne,(Ne se prononce pas),"4,60"
01/02/2012,Economique,95 - Val d'Oise,(Ne se prononce pas),"2,50"
01/04/2012,Transport,Total,ratio,"0,64"
01/04/2012,Transport,Homme,ratio,"0,67"
01/04/2012,Transport,Femme,ratio,"0,61"
01/04/2012,Transport,18 - 24 ans,ratio,"0,69"
01/04/2012,Transport,25 - 34 ans,ratio,"0,67"
01/04/2012,Transport,35 - 49 ans,ratio,"0,64"
01/04/2012,Transport,50 - 64 ans,ratio,"0,56"
01/04/2012,Transport,65 ans et +,ratio,"0,63"
01/04/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,63"
01/04/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,60"
01/04/2012,Transport,Employé et personnel de service,ratio,"0,65"
01/04/2012,Transport,Ouvrier qualifié et non qualifié,ratio,"0,69"
01/04/2012,Transport,Retraité,ratio,"0,64"
01/04/2012,Transport,75 - Paris,ratio,"0,76"
01/04/2012,Transport,77 - Seine et Marne,ratio,"0,52"
01/04/2012,Transport,78 - Yvelines,ratio,"0,62"
01/04/2012,Transport,91 - Essonne,ratio,"0,58"
01/04/2012,Transport,92 - Hauts-de-seine,ratio,"0,70"
01/04/2012,Transport,93 - Seine-Saint-Denis,ratio,"0,56"
01/04/2012,Transport,94 - Val-de-Marne,ratio,"0,70"
01/04/2012,Transport,95 - Val d'Oise,ratio,"0,52"
01/04/2012,Environnement,Total,ratio,"0,64"
01/04/2012,Environnement,Homme,ratio,"0,65"
01/04/2012,Environnement,Femme,ratio,"0,63"
01/04/2012,Environnement,18 - 24 ans,ratio,"0,59"
01/04/2012,Environnement,25 - 34 ans,ratio,"0,59"
01/04/2012,Environnement,35 - 49 ans,ratio,"0,65"
01/04/2012,Environnement,50 - 64 ans,ratio,"0,62"
01/04/2012,Environnement,65 ans et +,ratio,"0,75"
01/04/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,60"
01/04/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,62"
01/04/2012,Environnement,Employé et personnel de service,ratio,"0,68"
01/04/2012,Environnement,Ouvrier qualifié et non qualifié,ratio,"0,66"
01/04/2012,Environnement,Retraité,ratio,"0,70"
01/04/2012,Environnement,75 - Paris,ratio,"0,56"
01/04/2012,Environnement,77 - Seine et Marne,ratio,"0,63"
01/04/2012,Environnement,78 - Yvelines,ratio,"0,76"
01/04/2012,Environnement,91 - Essonne,ratio,"0,73"
01/04/2012,Environnement,92 - Hauts-de-seine,ratio,"0,63"
01/04/2012,Environnement,93 - Seine-Saint-Denis,ratio,"0,58"
01/04/2012,Environnement,94 - Val-de-Marne,ratio,"0,59"
01/04/2012,Environnement,95 - Val d'Oise,ratio,"0,71"
01/04/2012,Economique,Total,ratio,"0,52"
01/04/2012,Economique,Homme,ratio,"0,55"
01/04/2012,Economique,Femme,ratio,"0,50"
01/04/2012,Economique,18 - 24 ans,ratio,"0,54"
01/04/2012,Economique,25 - 34 ans,ratio,"0,59"
01/04/2012,Economique,35 - 49 ans,ratio,"0,54"
01/04/2012,Economique,50 - 64 ans,ratio,"0,44"
01/04/2012,Economique,65 ans et +,ratio,"0,50"
01/04/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,54"
01/04/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,61"
01/04/2012,Economique,Employé et personnel de service,ratio,"0,46"
01/04/2012,Economique,Ouvrier qualifié et non qualifié,ratio,"0,47"
01/04/2012,Economique,Retraité,ratio,"0,53"
01/04/2012,Economique,75 - Paris,ratio,"0,59"
01/04/2012,Economique,77 - Seine et Marne,ratio,"0,46"
01/04/2012,Economique,78 - Yvelines,ratio,"0,48"
01/04/2012,Economique,91 - Essonne,ratio,"0,49"
01/04/2012,Economique,92 - Hauts-de-seine,ratio,"0,61"
01/04/2012,Economique,93 - Seine-Saint-Denis,ratio,"0,44"
01/04/2012,Economique,94 - Val-de-Marne,ratio,"0,53"
01/04/2012,Economique,95 - Val d'Oise,ratio,"0,53"
01/04/2012,Transport,Total,ST+,"58,40"
01/04/2012,Transport,Homme,ST+,"60,80"
01/04/2012,Transport,Femme,ST+,"56,20"
01/04/2012,Transport,18 - 24 ans,ST+,"68,10"
01/04/2012,Transport,25 - 34 ans,ST+,"61,60"
01/04/2012,Transport,35 - 49 ans,ST+,"58,60"
01/04/2012,Transport,50 - 64 ans,ST+,"51,70"
01/04/2012,Transport,65 ans et +,ST+,"55,20"
01/04/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"60,60"
01/04/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"55,10"
01/04/2012,Transport,Employé et personnel de service,ST+,"58,50"
01/04/2012,Transport,Ouvrier qualifié et non qualifié,ST+,"63,30"
01/04/2012,Transport,Retraité,ST+,"56,60"
01/04/2012,Transport,75 - Paris,ST+,"74,80"
01/04/2012,Transport,77 - Seine et Marne,ST+,"47,60"
01/04/2012,Transport,78 - Yvelines,ST+,"54,20"
01/04/2012,Transport,91 - Essonne,ST+,"52,20"
01/04/2012,Transport,92 - Hauts-de-seine,ST+,"63,40"
01/04/2012,Transport,93 - Seine-Saint-Denis,ST+,"52,30"
01/04/2012,Transport,94 - Val-de-Marne,ST+,"64,40"
01/04/2012,Transport,95 - Val d'Oise,ST+,"46,40"
01/04/2012,Environnement,Total,ST+,"63,40"
01/04/2012,Environnement,Homme,ST+,"64,70"
01/04/2012,Environnement,Femme,ST+,"62,30"
01/04/2012,Environnement,18 - 24 ans,ST+,"58,60"
01/04/2012,Environnement,25 - 34 ans,ST+,"58,80"
01/04/2012,Environnement,35 - 49 ans,ST+,"64,70"
01/04/2012,Environnement,50 - 64 ans,ST+,"60,80"
01/04/2012,Environnement,65 ans et +,ST+,"74,50"
01/04/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"59,30"
01/04/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"62,20"
01/04/2012,Environnement,Employé et personnel de service,ST+,"67,50"
01/04/2012,Environnement,Ouvrier qualifié et non qualifié,ST+,"65,80"
01/04/2012,Environnement,Retraité,ST+,"69,10"
01/04/2012,Environnement,75 - Paris,ST+,"55,70"
01/04/2012,Environnement,77 - Seine et Marne,ST+,"62,30"
01/04/2012,Environnement,78 - Yvelines,ST+,"76,20"
01/04/2012,Environnement,91 - Essonne,ST+,"71,60"
01/04/2012,Environnement,92 - Hauts-de-seine,ST+,"62,10"
01/04/2012,Environnement,93 - Seine-Saint-Denis,ST+,"57,10"
01/04/2012,Environnement,94 - Val-de-Marne,ST+,"58,70"
01/04/2012,Environnement,95 - Val d'Oise,ST+,"70,50"
01/04/2012,Economique,Total,ST+,"50,00"
01/04/2012,Economique,Homme,ST+,"52,00"
01/04/2012,Economique,Femme,ST+,"48,20"
01/04/2012,Economique,18 - 24 ans,ST+,"51,30"
01/04/2012,Economique,25 - 34 ans,ST+,"57,50"
01/04/2012,Economique,35 - 49 ans,ST+,"52,00"
01/04/2012,Economique,50 - 64 ans,ST+,"42,10"
01/04/2012,Economique,65 ans et +,ST+,"45,50"
01/04/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"52,40"
01/04/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"59,30"
01/04/2012,Economique,Employé et personnel de service,ST+,"44,40"
01/04/2012,Economique,Ouvrier qualifié et non qualifié,ST+,"45,20"
01/04/2012,Economique,Retraité,ST+,"48,60"
01/04/2012,Economique,75 - Paris,ST+,"56,40"
01/04/2012,Economique,77 - Seine et Marne,ST+,"44,00"
01/04/2012,Economique,78 - Yvelines,ST+,"46,10"
01/04/2012,Economique,91 - Essonne,ST+,"47,00"
01/04/2012,Economique,92 - Hauts-de-seine,ST+,"58,40"
01/04/2012,Economique,93 - Seine-Saint-Denis,ST+,"42,40"
01/04/2012,Economique,94 - Val-de-Marne,ST+,"50,00"
01/04/2012,Economique,95 - Val d'Oise,ST+,"51,10"
01/04/2012,Transport,Total,ST-,"33,50"
01/04/2012,Transport,Homme,ST-,"30,60"
01/04/2012,Transport,Femme,ST-,"36,20"
01/04/2012,Transport,18 - 24 ans,ST-,"30,80"
01/04/2012,Transport,25 - 34 ans,ST-,"30,60"
01/04/2012,Transport,35 - 49 ans,ST-,"32,40"
01/04/2012,Transport,50 - 64 ans,ST-,"40,90"
01/04/2012,Transport,65 ans et +,ST-,"31,90"
01/04/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"35,80"
01/04/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"36,40"
01/04/2012,Transport,Employé et personnel de service,ST-,"31,50"
01/04/2012,Transport,Ouvrier qualifié et non qualifié,ST-,"27,90"
01/04/2012,Transport,Retraité,ST-,"32,50"
01/04/2012,Transport,75 - Paris,ST-,"23,00"
01/04/2012,Transport,77 - Seine et Marne,ST-,"43,30"
01/04/2012,Transport,78 - Yvelines,ST-,"33,40"
01/04/2012,Transport,91 - Essonne,ST-,"37,90"
01/04/2012,Transport,92 - Hauts-de-seine,ST-,"26,90"
01/04/2012,Transport,93 - Seine-Saint-Denis,ST-,"41,20"
01/04/2012,Transport,94 - Val-de-Marne,ST-,"28,00"
01/04/2012,Transport,95 - Val d'Oise,ST-,"42,10"
01/04/2012,Environnement,Total,ST-,"35,70"
01/04/2012,Environnement,Homme,ST-,"34,70"
01/04/2012,Environnement,Femme,ST-,"36,60"
01/04/2012,Environnement,18 - 24 ans,ST-,"41,40"
01/04/2012,Environnement,25 - 34 ans,ST-,"41,20"
01/04/2012,Environnement,35 - 49 ans,ST-,"34,60"
01/04/2012,Environnement,50 - 64 ans,ST-,"37,00"
01/04/2012,Environnement,65 ans et +,ST-,"24,30"
01/04/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"39,70"
01/04/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"37,80"
01/04/2012,Environnement,Employé et personnel de service,ST-,"31,90"
01/04/2012,Environnement,Ouvrier qualifié et non qualifié,ST-,"34,20"
01/04/2012,Environnement,Retraité,ST-,"29,60"
01/04/2012,Environnement,75 - Paris,ST-,"43,80"
01/04/2012,Environnement,77 - Seine et Marne,ST-,"36,80"
01/04/2012,Environnement,78 - Yvelines,ST-,"23,80"
01/04/2012,Environnement,91 - Essonne,ST-,"26,60"
01/04/2012,Environnement,92 - Hauts-de-seine,ST-,"36,80"
01/04/2012,Environnement,93 - Seine-Saint-Denis,ST-,"41,10"
01/04/2012,Environnement,94 - Val-de-Marne,ST-,"40,50"
01/04/2012,Environnement,95 - Val d'Oise,ST-,"29,50"
01/04/2012,Economique,Total,ST-,"45,40"
01/04/2012,Economique,Homme,ST-,"43,40"
01/04/2012,Economique,Femme,ST-,"47,40"
01/04/2012,Economique,18 - 24 ans,ST-,"43,80"
01/04/2012,Economique,25 - 34 ans,ST-,"39,50"
01/04/2012,Economique,35 - 49 ans,ST-,"44,30"
01/04/2012,Economique,50 - 64 ans,ST-,"53,90"
01/04/2012,Economique,65 ans et +,ST-,"45,90"
01/04/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"43,80"
01/04/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"38,50"
01/04/2012,Economique,Employé et personnel de service,ST-,"52,50"
01/04/2012,Economique,Ouvrier qualifié et non qualifié,ST-,"51,80"
01/04/2012,Economique,Retraité,ST-,"42,80"
01/04/2012,Economique,75 - Paris,ST-,"38,80"
01/04/2012,Economique,77 - Seine et Marne,ST-,"51,70"
01/04/2012,Economique,78 - Yvelines,ST-,"49,20"
01/04/2012,Economique,91 - Essonne,ST-,"48,00"
01/04/2012,Economique,92 - Hauts-de-seine,ST-,"37,90"
01/04/2012,Economique,93 - Seine-Saint-Denis,ST-,"53,10"
01/04/2012,Economique,94 - Val-de-Marne,ST-,"44,10"
01/04/2012,Economique,95 - Val d'Oise,ST-,"45,50"
01/04/2012,Transport,Total,Très satisfait,"8,30"
01/04/2012,Transport,Homme,Très satisfait,"9,10"
01/04/2012,Transport,Femme,Très satisfait,"7,60"
01/04/2012,Transport,18 - 24 ans,Très satisfait,"5,00"
01/04/2012,Transport,25 - 34 ans,Très satisfait,"9,70"
01/04/2012,Transport,35 - 49 ans,Très satisfait,"7,90"
01/04/2012,Transport,50 - 64 ans,Très satisfait,"8,00"
01/04/2012,Transport,65 ans et +,Très satisfait,"10,10"
01/04/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"8,10"
01/04/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"7,10"
01/04/2012,Transport,Employé et personnel de service,Très satisfait,"6,50"
01/04/2012,Transport,Ouvrier qualifié et non qualifié,Très satisfait,"10,20"
01/04/2012,Transport,Retraité,Très satisfait,"9,30"
01/04/2012,Transport,75 - Paris,Très satisfait,"13,80"
01/04/2012,Transport,77 - Seine et Marne,Très satisfait,"3,70"
01/04/2012,Transport,78 - Yvelines,Très satisfait,"6,00"
01/04/2012,Transport,91 - Essonne,Très satisfait,"9,40"
01/04/2012,Transport,92 - Hauts-de-seine,Très satisfait,"8,50"
01/04/2012,Transport,93 - Seine-Saint-Denis,Très satisfait,"5,30"
01/04/2012,Transport,94 - Val-de-Marne,Très satisfait,"10,60"
01/04/2012,Transport,95 - Val d'Oise,Très satisfait,"6,00"
01/04/2012,Environnement,Total,Très satisfait,"8,10"
01/04/2012,Environnement,Homme,Très satisfait,"7,40"
01/04/2012,Environnement,Femme,Très satisfait,"8,70"
01/04/2012,Environnement,18 - 24 ans,Très satisfait,"7,10"
01/04/2012,Environnement,25 - 34 ans,Très satisfait,"8,30"
01/04/2012,Environnement,35 - 49 ans,Très satisfait,"7,10"
01/04/2012,Environnement,50 - 64 ans,Très satisfait,"6,80"
01/04/2012,Environnement,65 ans et +,Très satisfait,"12,00"
01/04/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"3,40"
01/04/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"8,00"
01/04/2012,Environnement,Employé et personnel de service,Très satisfait,"7,10"
01/04/2012,Environnement,Ouvrier qualifié et non qualifié,Très satisfait,"7,90"
01/04/2012,Environnement,Retraité,Très satisfait,"11,30"
01/04/2012,Environnement,75 - Paris,Très satisfait,"5,50"
01/04/2012,Environnement,77 - Seine et Marne,Très satisfait,"12,10"
01/04/2012,Environnement,78 - Yvelines,Très satisfait,"14,10"
01/04/2012,Environnement,91 - Essonne,Très satisfait,"7,00"
01/04/2012,Environnement,92 - Hauts-de-seine,Très satisfait,"6,10"
01/04/2012,Environnement,93 - Seine-Saint-Denis,Très satisfait,"6,80"
01/04/2012,Environnement,94 - Val-de-Marne,Très satisfait,"9,90"
01/04/2012,Environnement,95 - Val d'Oise,Très satisfait,"4,90"
01/04/2012,Economique,Total,Très satisfait,"5,50"
01/04/2012,Economique,Homme,Très satisfait,"6,60"
01/04/2012,Economique,Femme,Très satisfait,"4,40"
01/04/2012,Economique,18 - 24 ans,Très satisfait,"6,00"
01/04/2012,Economique,25 - 34 ans,Très satisfait,"8,90"
01/04/2012,Economique,35 - 49 ans,Très satisfait,"5,60"
01/04/2012,Economique,50 - 64 ans,Très satisfait,"1,60"
01/04/2012,Economique,65 ans et +,Très satisfait,"5,30"
01/04/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"7,80"
01/04/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"5,70"
01/04/2012,Economique,Employé et personnel de service,Très satisfait,"3,50"
01/04/2012,Economique,Ouvrier qualifié et non qualifié,Très satisfait,"4,50"
01/04/2012,Economique,Retraité,Très satisfait,"5,10"
01/04/2012,Economique,75 - Paris,Très satisfait,"7,00"
01/04/2012,Economique,77 - Seine et Marne,Très satisfait,"6,90"
01/04/2012,Economique,78 - Yvelines,Très satisfait,"1,80"
01/04/2012,Economique,91 - Essonne,Très satisfait,"2,20"
01/04/2012,Economique,92 - Hauts-de-seine,Très satisfait,"7,90"
01/04/2012,Economique,93 - Seine-Saint-Denis,Très satisfait,"5,20"
01/04/2012,Economique,94 - Val-de-Marne,Très satisfait,"6,60"
01/04/2012,Economique,95 - Val d'Oise,Très satisfait,"4,70"
01/04/2012,Transport,Total,Assez satisfait,"50,10"
01/04/2012,Transport,Homme,Assez satisfait,"51,70"
01/04/2012,Transport,Femme,Assez satisfait,"48,60"
01/04/2012,Transport,18 - 24 ans,Assez satisfait,"63,10"
01/04/2012,Transport,25 - 34 ans,Assez satisfait,"51,90"
01/04/2012,Transport,35 - 49 ans,Assez satisfait,"50,80"
01/04/2012,Transport,50 - 64 ans,Assez satisfait,"43,70"
01/04/2012,Transport,65 ans et +,Assez satisfait,"45,10"
01/04/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"52,50"
01/04/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"48,00"
01/04/2012,Transport,Employé et personnel de service,Assez satisfait,"52,00"
01/04/2012,Transport,Ouvrier qualifié et non qualifié,Assez satisfait,"53,20"
01/04/2012,Transport,Retraité,Assez satisfait,"47,40"
01/04/2012,Transport,75 - Paris,Assez satisfait,"61,10"
01/04/2012,Transport,77 - Seine et Marne,Assez satisfait,"43,90"
01/04/2012,Transport,78 - Yvelines,Assez satisfait,"48,10"
01/04/2012,Transport,91 - Essonne,Assez satisfait,"42,80"
01/04/2012,Transport,92 - Hauts-de-seine,Assez satisfait,"54,90"
01/04/2012,Transport,93 - Seine-Saint-Denis,Assez satisfait,"47,00"
01/04/2012,Transport,94 - Val-de-Marne,Assez satisfait,"53,80"
01/04/2012,Transport,95 - Val d'Oise,Assez satisfait,"40,40"
01/04/2012,Environnement,Total,Assez satisfait,"55,40"
01/04/2012,Environnement,Homme,Assez satisfait,"57,30"
01/04/2012,Environnement,Femme,Assez satisfait,"53,60"
01/04/2012,Environnement,18 - 24 ans,Assez satisfait,"51,40"
01/04/2012,Environnement,25 - 34 ans,Assez satisfait,"50,50"
01/04/2012,Environnement,35 - 49 ans,Assez satisfait,"57,60"
01/04/2012,Environnement,50 - 64 ans,Assez satisfait,"54,00"
01/04/2012,Environnement,65 ans et +,Assez satisfait,"62,60"
01/04/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"55,90"
01/04/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"54,20"
01/04/2012,Environnement,Employé et personnel de service,Assez satisfait,"60,40"
01/04/2012,Environnement,Ouvrier qualifié et non qualifié,Assez satisfait,"57,90"
01/04/2012,Environnement,Retraité,Assez satisfait,"57,80"
01/04/2012,Environnement,75 - Paris,Assez satisfait,"50,20"
01/04/2012,Environnement,77 - Seine et Marne,Assez satisfait,"50,20"
01/04/2012,Environnement,78 - Yvelines,Assez satisfait,"62,10"
01/04/2012,Environnement,91 - Essonne,Assez satisfait,"64,50"
01/04/2012,Environnement,92 - Hauts-de-seine,Assez satisfait,"56,00"
01/04/2012,Environnement,93 - Seine-Saint-Denis,Assez satisfait,"50,30"
01/04/2012,Environnement,94 - Val-de-Marne,Assez satisfait,"48,80"
01/04/2012,Environnement,95 - Val d'Oise,Assez satisfait,"65,60"
01/04/2012,Economique,Total,Assez satisfait,"44,50"
01/04/2012,Economique,Homme,Assez satisfait,"45,30"
01/04/2012,Economique,Femme,Assez satisfait,"43,80"
01/04/2012,Economique,18 - 24 ans,Assez satisfait,"45,30"
01/04/2012,Economique,25 - 34 ans,Assez satisfait,"48,60"
01/04/2012,Economique,35 - 49 ans,Assez satisfait,"46,40"
01/04/2012,Economique,50 - 64 ans,Assez satisfait,"40,50"
01/04/2012,Economique,65 ans et +,Assez satisfait,"40,10"
01/04/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"44,60"
01/04/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"53,60"
01/04/2012,Economique,Employé et personnel de service,Assez satisfait,"41,00"
01/04/2012,Economique,Ouvrier qualifié et non qualifié,Assez satisfait,"40,60"
01/04/2012,Economique,Retraité,Assez satisfait,"43,50"
01/04/2012,Economique,75 - Paris,Assez satisfait,"49,40"
01/04/2012,Economique,77 - Seine et Marne,Assez satisfait,"37,10"
01/04/2012,Economique,78 - Yvelines,Assez satisfait,"44,30"
01/04/2012,Economique,91 - Essonne,Assez satisfait,"44,80"
01/04/2012,Economique,92 - Hauts-de-seine,Assez satisfait,"50,50"
01/04/2012,Economique,93 - Seine-Saint-Denis,Assez satisfait,"37,20"
01/04/2012,Economique,94 - Val-de-Marne,Assez satisfait,"43,40"
01/04/2012,Economique,95 - Val d'Oise,Assez satisfait,"46,40"
01/04/2012,Transport,Total,Pas vraiment satisfait,"23,30"
01/04/2012,Transport,Homme,Pas vraiment satisfait,"20,80"
01/04/2012,Transport,Femme,Pas vraiment satisfait,"25,70"
01/04/2012,Transport,18 - 24 ans,Pas vraiment satisfait,"22,40"
01/04/2012,Transport,25 - 34 ans,Pas vraiment satisfait,"23,60"
01/04/2012,Transport,35 - 49 ans,Pas vraiment satisfait,"22,60"
01/04/2012,Transport,50 - 64 ans,Pas vraiment satisfait,"24,30"
01/04/2012,Transport,65 ans et +,Pas vraiment satisfait,"23,80"
01/04/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"28,60"
01/04/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"25,70"
01/04/2012,Transport,Employé et personnel de service,Pas vraiment satisfait,"19,70"
01/04/2012,Transport,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"17,00"
01/04/2012,Transport,Retraité,Pas vraiment satisfait,"24,00"
01/04/2012,Transport,75 - Paris,Pas vraiment satisfait,"20,10"
01/04/2012,Transport,77 - Seine et Marne,Pas vraiment satisfait,"30,90"
01/04/2012,Transport,78 - Yvelines,Pas vraiment satisfait,"21,40"
01/04/2012,Transport,91 - Essonne,Pas vraiment satisfait,"28,20"
01/04/2012,Transport,92 - Hauts-de-seine,Pas vraiment satisfait,"20,00"
01/04/2012,Transport,93 - Seine-Saint-Denis,Pas vraiment satisfait,"26,60"
01/04/2012,Transport,94 - Val-de-Marne,Pas vraiment satisfait,"17,80"
01/04/2012,Transport,95 - Val d'Oise,Pas vraiment satisfait,"24,70"
01/04/2012,Environnement,Total,Pas vraiment satisfait,"26,90"
01/04/2012,Environnement,Homme,Pas vraiment satisfait,"27,20"
01/04/2012,Environnement,Femme,Pas vraiment satisfait,"26,70"
01/04/2012,Environnement,18 - 24 ans,Pas vraiment satisfait,"31,00"
01/04/2012,Environnement,25 - 34 ans,Pas vraiment satisfait,"31,80"
01/04/2012,Environnement,35 - 49 ans,Pas vraiment satisfait,"26,20"
01/04/2012,Environnement,50 - 64 ans,Pas vraiment satisfait,"26,10"
01/04/2012,Environnement,65 ans et +,Pas vraiment satisfait,"19,50"
01/04/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"34,20"
01/04/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"28,60"
01/04/2012,Environnement,Employé et personnel de service,Pas vraiment satisfait,"24,90"
01/04/2012,Environnement,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"20,10"
01/04/2012,Environnement,Retraité,Pas vraiment satisfait,"23,60"
01/04/2012,Environnement,75 - Paris,Pas vraiment satisfait,"33,50"
01/04/2012,Environnement,77 - Seine et Marne,Pas vraiment satisfait,"25,80"
01/04/2012,Environnement,78 - Yvelines,Pas vraiment satisfait,"16,60"
01/04/2012,Environnement,91 - Essonne,Pas vraiment satisfait,"20,20"
01/04/2012,Environnement,92 - Hauts-de-seine,Pas vraiment satisfait,"32,40"
01/04/2012,Environnement,93 - Seine-Saint-Denis,Pas vraiment satisfait,"25,40"
01/04/2012,Environnement,94 - Val-de-Marne,Pas vraiment satisfait,"29,40"
01/04/2012,Environnement,95 - Val d'Oise,Pas vraiment satisfait,"26,70"
01/04/2012,Economique,Total,Pas vraiment satisfait,"33,60"
01/04/2012,Economique,Homme,Pas vraiment satisfait,"30,80"
01/04/2012,Economique,Femme,Pas vraiment satisfait,"36,10"
01/04/2012,Economique,18 - 24 ans,Pas vraiment satisfait,"34,50"
01/04/2012,Economique,25 - 34 ans,Pas vraiment satisfait,"27,60"
01/04/2012,Economique,35 - 49 ans,Pas vraiment satisfait,"31,10"
01/04/2012,Economique,50 - 64 ans,Pas vraiment satisfait,"40,80"
01/04/2012,Economique,65 ans et +,Pas vraiment satisfait,"36,10"
01/04/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"36,10"
01/04/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"29,30"
01/04/2012,Economique,Employé et personnel de service,Pas vraiment satisfait,"37,90"
01/04/2012,Economique,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"34,70"
01/04/2012,Economique,Retraité,Pas vraiment satisfait,"32,30"
01/04/2012,Economique,75 - Paris,Pas vraiment satisfait,"27,80"
01/04/2012,Economique,77 - Seine et Marne,Pas vraiment satisfait,"39,20"
01/04/2012,Economique,78 - Yvelines,Pas vraiment satisfait,"40,10"
01/04/2012,Economique,91 - Essonne,Pas vraiment satisfait,"34,70"
01/04/2012,Economique,92 - Hauts-de-seine,Pas vraiment satisfait,"30,40"
01/04/2012,Economique,93 - Seine-Saint-Denis,Pas vraiment satisfait,"36,70"
01/04/2012,Economique,94 - Val-de-Marne,Pas vraiment satisfait,"33,10"
01/04/2012,Economique,95 - Val d'Oise,Pas vraiment satisfait,"30,40"
01/04/2012,Transport,Total,Pas du tout satisfait,"10,20"
01/04/2012,Transport,Homme,Pas du tout satisfait,"9,80"
01/04/2012,Transport,Femme,Pas du tout satisfait,"10,50"
01/04/2012,Transport,18 - 24 ans,Pas du tout satisfait,"8,40"
01/04/2012,Transport,25 - 34 ans,Pas du tout satisfait,"7,00"
01/04/2012,Transport,35 - 49 ans,Pas du tout satisfait,"9,80"
01/04/2012,Transport,50 - 64 ans,Pas du tout satisfait,"16,60"
01/04/2012,Transport,65 ans et +,Pas du tout satisfait,"8,10"
01/04/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas du tout satisfait,"7,20"
